App,Package,Start Time,Duration,Filename
"System",,"May 31, 2018 @ 03:45:16 PM","1 min 41 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"GPU Load [%]",Time  [ms],"CPU Load (Normalized) [%]",
46557,1,46647,1786940,46645,0,46659,37,
46660,1,46747,1781320,46746,0,46754,58,
46755,1,46850,1784360,46848,0,46858,53,
46858,1,46948,1787560,46947,0,46959,49,
46959,1,47049,1787952,47048,0,47065,58,
47065,1,47152,1788388,47149,0,47181,53,
47182,1,47253,1787884,47251,0,47263,66,
47264,1,47353,1788044,47351,0,47364,40,
47365,1,47454,1788136,47452,0,47466,37,
47466,1,47554,1788080,47553,0,47566,29,
47566,1,47655,1787128,47654,0,47664,43,
47664,1,47757,1787128,47755,0,47777,26,
47777,1,47856,1787132,47855,0,47866,37,
47867,1,47956,1786720,47955,0,47963,26,
47963,1,48069,1786780,48066,0,48085,20,
48085,1,48158,1787016,48156,0,48169,65,
48169,1,48260,1787324,48259,0,48271,82,
48271,1,48361,1787424,48359,0,48370,60,
48370,1,48460,1787636,48459,0,48471,30,
48472,1,48560,1787636,48560,0,48570,13,
48570,1,48661,1787760,48660,0,48672,6,
48672,1,48763,1787736,48761,0,48778,13,
48778,1,48866,1788752,48863,0,48881,20,
48882,1,48963,1786912,48962,0,48969,36,
48970,1,49063,1786936,49062,0,49069,41,
49069,1,49163,1786996,49163,0,49170,36,
49170,1,49264,1787212,49263,0,49271,47,
49271,1,49365,1787100,49364,0,49372,37,
49372,1,49465,1788024,49464,0,49471,34,
49471,1,49566,1788148,49565,0,49583,20,
49584,1,49666,1788148,49665,0,49672,38,
49672,1,49767,1788372,49766,0,49783,12,
49784,1,49867,1787896,49866,0,49872,35,
49873,1,49967,1787824,49966,0,49989,13,
49990,1,50067,1789736,50066,0,50079,55,
50079,1,50168,1789900,50167,0,50178,33,
50178,1,50269,1790004,50267,0,50276,35,
50276,1,50370,1790324,50369,0,50382,30,
50383,1,50469,1791216,50468,0,50476,30,
50476,1,50573,1791440,50569,0,50604,34,
50605,1,50670,1791460,50669,0,50681,41,
50681,1,50770,1791096,50769,0,50793,30,
50793,1,50870,1791204,50869,0,50877,27,
50877,1,50971,1791012,50970,0,50980,28,
50981,1,51071,1791196,51070,0,51085,37,
51086,1,51173,1791584,51171,0,51184,76,
51184,1,51273,1791648,51272,0,51282,44,
51282,1,51373,1791660,51372,0,51382,18,
51383,1,51474,1791660,51472,0,51482,3,
51482,1,51574,1791660,51573,0,51584,11,
51584,1,51674,1791660,51673,0,51694,7,
51695,1,51775,1791660,51773,0,51781,28,
51781,1,51877,1791640,51874,0,51902,19,
51903,1,51977,1791884,51974,0,51985,45,
51985,1,52077,1792172,52075,0,52094,40,
52094,1,52178,1791968,52177,0,52192,48,
52192,1,52279,1792340,52278,0,52286,63,
52287,1,52382,1792400,52379,0,52400,24,
52400,1,52480,1793640,52479,0,52487,47,
52487,1,52584,1793644,52580,0,52604,28,
52604,1,52682,1800960,52681,0,52694,63,
52694,1,52783,1801916,52781,0,52797,41,
52797,1,52883,1801400,52882,0,52891,41,
52891,1,52984,1801648,52983,0,52991,26,
52991,1,53086,1801608,53085,0,53100,24,
53100,1,53186,1801792,53185,0,53196,29,
53196,1,53287,1801328,53286,0,53293,14,
53294,1,53389,1801448,53387,0,53397,9,
53397,1,53489,1801616,53488,0,53497,2,
53498,1,53590,1801800,53588,0,53598,4,
53599,1,53690,1801728,53689,0,53697,9,
53697,1,53791,1801728,53790,0,53798,4,
53799,1,53892,1801688,53891,0,53899,4,
53899,1,53993,1801564,53991,0,53999,4,
53999,1,54094,1801624,54092,0,54100,8,
54101,1,54195,1801684,54193,0,54202,10,
54203,1,54296,1801860,54294,0,54304,4,
54304,1,54346,1801912,54344,0,54363,8,
54364,1,54445,1801668,54444,0,54450,17,
54451,1,54547,1801668,54545,0,54553,6,
54554,1,54647,1801668,54646,0,54654,5,
54654,1,54748,1801724,54747,0,54755,7,
54755,1,54849,1801724,54848,0,54856,9,
54857,1,54950,1801724,54949,0,54963,4,
54963,1,55052,1801784,55050,0,55060,8,
55060,1,55151,1801784,55150,0,55162,7,
55163,1,55252,1801784,55251,0,55260,8,
55260,1,55353,1801752,55352,0,55361,8,
55361,1,55454,1801808,55453,0,55461,6,
55462,1,55555,1801868,55554,0,55562,4,
55563,1,55656,1801928,55655,0,55669,6,
55670,1,55757,1802184,55755,0,55770,9,
55770,1,55857,1803056,55856,0,55863,8,
55864,1,55958,1803100,55957,0,55970,7,
55970,1,56059,1802728,56057,0,56066,11,
56066,1,56158,1802728,56157,0,56166,6,
56166,1,56260,1802728,56259,0,56266,4,
56267,1,56363,1802788,56360,0,56376,5,
56376,1,56460,1802848,56459,0,56465,6,
56465,1,56561,1802848,56560,0,56566,8,
56567,1,56662,1802972,56661,0,56670,5,
56670,1,56763,1803020,56762,0,56777,6,
56778,1,56863,1802868,56862,0,56868,15,
56868,1,56965,1802868,56964,0,56973,7,
56974,1,57065,1802928,57064,0,57074,4,
57074,1,57166,1802928,57165,0,57175,4,
57175,1,57267,1802488,57266,0,57278,7,
57278,1,57367,1802488,57366,0,57376,6,
57377,1,57468,1802496,57467,0,57477,6,
57478,1,57569,1802396,57567,0,57580,6,
57580,1,57674,1802268,57668,0,57682,14,
57682,1,57770,1802268,57769,0,57778,3,
57778,1,57872,1802292,57870,0,57880,7,
57880,1,57971,1802292,57970,0,57982,6,
57982,1,58073,1802200,58070,0,58080,7,
58081,1,58173,1802260,58171,0,58181,4,
